Market Category,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
"Exotic,High-Performance",Lamborghini,Gallardo,2013,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,Coupe,20,13,1158,202000
"Exotic,High-Performance",Lamborghini,Gallardo,2013,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,Convertible,20,13,1158,225400
"Exotic,Factory Tuner,High-Performance",Lamborghini,Gallardo,2013,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,Convertible,20,13,1158,248000
"Exotic,High-Performance",Lamborghini,Gallardo,2013,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,Compact,Coupe,20,12,1158,191900
"Exotic,Factory Tuner,High-Performance",Lamborghini,Gallardo,2013,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,Coupe,20,13,1158,237600
"Exotic,High-Performance",Lamborghini,Gallardo,2013,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,Compact,Convertible,20,12,1158,209500
"Exotic,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),550,10,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Convertible,20,12,1158,209500
"Exotic,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),550,10,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,20,14,1158,191900
"Exotic,Factory Tuner,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),570,10,MANUAL,all wheel drive,2,Compact,Convertible,20,13,1158,251600
"Exotic,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,Compact,Coupe,20,12,1158,191900
"Exotic,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),560,10,MANUAL,rear wheel drive,2,Compact,Coupe,20,15,1158,198900
"Exotic,Factory Tuner,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,Coupe,20,13,1158,256300
"Exotic,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),560,10,MANUAL,all wheel drive,2,Compact,Coupe,20,13,1158,202000
"Exotic,Factory Tuner,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,Coupe,20,13,1158,241200
"Exotic,Factory Tuner,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,Convertible,20,14,1158,251600
"Exotic,Factory Tuner,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),570,10,MANUAL,all wheel drive,2,Compact,Coupe,20,13,1158,241200
"Exotic,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,Coupe,20,14,1158,202000
"Exotic,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,Compact,Convertible,20,13,1158,225400
"Exotic,High-Performance",Lamborghini,Gallardo,2014,premium unleaded (required),560,10,MANUAL,all wheel drive,2,Compact,Convertible,20,13,1158,225400
High-Performance,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,24,16,1439,29350
High-Performance,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,25,16,1439,32150
Performance,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),274,4,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,17,1439,26350
High-Performance,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,25,16,1439,34600
Performance,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),274,4,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,27,17,1439,29300
High-Performance,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,24,16,1439,33400
Performance,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),274,4,MANUAL,rear wheel drive,2,Midsize,Coupe,27,19,1439,27200
High-Performance,Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,25,16,1439,27950
High-Performance,Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,24,16,1439,26750
High-Performance,Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,25,16,1439,34600
High-Performance,Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,24,16,1439,33400
High-Performance,Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,24,16,1439,29500
High-Performance,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,24,17,1439,26950
High-Performance,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,25,16,1439,34950
High-Performance,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,25,16,1439,28150
High-Performance,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,24,17,1439,29900
High-Performance,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,Midsize,Coupe,24,17,1439,33750
Luxury,Hyundai,Genesis,2014,regular unleaded,333,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,27,18,1439,35200
"Factory Tuner,Luxury,High-Performance",Hyundai,Genesis,2014,premium unleaded (recommended),429,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,23,15,1439,47400
"Luxury,High-Performance",Hyundai,Genesis,2015,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,23,15,1439,51500
"Luxury,Performance",Hyundai,Genesis,2015,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,29,18,1439,38000
"Luxury,Performance",Hyundai,Genesis,2015,regular unleaded,311,6,AUTOMATIC,all wheel drive,4,Large,Sedan,25,16,1439,40500
"Luxury,Performance",Hyundai,Genesis,2016,regular unleaded,311,6,AUTOMATIC,all wheel drive,4,Large,Sedan,25,16,1439,41250
"Luxury,Performance",Hyundai,Genesis,2016,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,29,18,1439,38750
"Luxury,High-Performance",Hyundai,Genesis,2016,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,23,15,1439,53850
"Exotic,Luxury,High-Performance",Maserati,Ghibli,2015,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,25,15,238,77900
"Exotic,Luxury,High-Performance",Maserati,Ghibli,2015,premium unleaded (required),345,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,25,15,238,69800
"Exotic,Luxury,High-Performance",Maserati,Ghibli,2016,premium unleaded (required),404,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,24,16,238,76050
"Exotic,Luxury,High-Performance",Maserati,Ghibli,2016,premium unleaded (required),345,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,24,17,238,70600
"Exotic,Luxury,High-Performance",Maserati,Ghibli,2016,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,16,238,78550
"Exotic,Luxury,High-Performance",Maserati,Ghibli,2017,premium unleaded (required),404,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,24,16,238,77200
"Exotic,Luxury,High-Performance",Maserati,Ghibli,2017,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,16,238,79700
"Exotic,Luxury,High-Performance",Maserati,Ghibli,2017,premium unleaded (required),345,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,24,17,238,71600
"Exotic,Luxury,Performance",Rolls-Royce,Ghost Series II,2015,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,13,86,286750
"Exotic,Luxury,Performance",Rolls-Royce,Ghost Series II,2015,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,13,86,319400
"Exotic,Luxury,Performance",Rolls-Royce,Ghost Series II,2016,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,13,86,295850
"Exotic,Luxury,Performance",Rolls-Royce,Ghost Series II,2016,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,13,86,329325
"Exotic,Luxury,Performance",Rolls-Royce,Ghost,2012,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,20,13,86,250000
"Exotic,Luxury,Performance",Rolls-Royce,Ghost,2012,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,20,13,86,290000
"Exotic,Luxury,Performance",Rolls-Royce,Ghost,2013,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,13,86,296000
"Exotic,Luxury,Performance",Rolls-Royce,Ghost,2013,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,13,86,256650
"Exotic,Luxury,Performance",Rolls-Royce,Ghost,2014,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,13,86,263200
"Exotic,Luxury,Performance",Rolls-Royce,Ghost,2014,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,13,86,303300
"Crossover,Luxury,Diesel",Mercedes-Benz,GL-Class,2014,diesel,240,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,26,19,617,63000
"Crossover,Luxury",Mercedes-Benz,GL-Class,2014,premium unleaded (required),362,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,19,14,617,64550
"Crossover,Luxury,Performance",Mercedes-Benz,GL-Class,2014,premium unleaded (required),429,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,18,13,617,88600
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GL-Class,2014,premium unleaded (required),550,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,17,13,617,118160
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GL-Class,2015,premium unleaded (required),550,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,17,13,617,119450
"Crossover,Luxury,Performance",Mercedes-Benz,GL-Class,2015,premium unleaded (required),429,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,18,13,617,89950
"Crossover,Luxury",Mercedes-Benz,GL-Class,2015,premium unleaded (required),362,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,21,17,617,65200
"Crossover,Luxury,Diesel",Mercedes-Benz,GL-Class,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,26,19,617,63600
"Crossover,Luxury,Performance",Mercedes-Benz,GL-Class,2016,premium unleaded (required),429,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,18,13,617,89950
"Crossover,Luxury,Diesel",Mercedes-Benz,GL-Class,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,26,19,617,63600
"Crossover,Luxury",Mercedes-Benz,GL-Class,2016,premium unleaded (required),362,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,21,17,617,65200
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GL-Class,2016,premium unleaded (required),550,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,17,13,617,119450
"Crossover,Luxury",Mercedes-Benz,GLA-Class,2015,premium unleaded (required),208,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,4dr SUV,35,25,617,31300
"Crossover,Luxury",Mercedes-Benz,GLA-Class,2015,premium unleaded (required),208,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,4dr SUV,32,24,617,33300
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GLA-Class,2015,premium unleaded (required),355,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,4dr SUV,29,23,617,48300
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GLA-Class,2016,premium unleaded (required),375,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,4dr SUV,29,22,617,49580
"Crossover,Luxury",Mercedes-Benz,GLA-Class,2016,premium unleaded (required),208,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,4dr SUV,35,25,617,32500
"Crossover,Luxury",Mercedes-Benz,GLA-Class,2016,premium unleaded (required),208,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,4dr SUV,32,24,617,34500
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GLA-Class,2017,premium unleaded (required),375,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,28,22,617,49900
"Crossover,Luxury",Mercedes-Benz,GLA-Class,2017,premium unleaded (required),208,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,33,24,617,32850
"Crossover,Luxury",Mercedes-Benz,GLA-Class,2017,premium unleaded (required),208,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,31,23,617,34850
"Crossover,Luxury",Mercedes-Benz,GLC-Class,2016,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,28,22,617,38950
"Crossover,Luxury",Mercedes-Benz,GLC-Class,2016,premium unleaded (required),241,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,28,21,617,40950
"Crossover,Luxury",Mercedes-Benz,GLC-Class,2017,premium unleaded (recommended),241,4,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,28,22,617,39150
"Crossover,Luxury",Mercedes-Benz,GLC-Class,2017,premium unleaded (recommended),241,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,28,21,617,41150
"Crossover,Luxury,Performance",Mercedes-Benz,GLE-Class Coupe,2016,premium unleaded (required),362,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,17,617,65100
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GLE-Class Coupe,2016,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,18,14,617,109300
"Crossover,Factory Tuner,Luxury,Performance",Mercedes-Benz,GLE-Class Coupe,2017,premium unleaded (required),362,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,17,617,69650
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GLE-Class Coupe,2017,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,18,14,617,110650
"Crossover,Luxury,Performance",Mercedes-Benz,GLE-Class,2016,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22,18,617,64600
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GLE-Class,2016,premium unleaded (required),550,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,17,13,617,99950
"Crossover,Luxury",Mercedes-Benz,GLE-Class,2016,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,24,18,617,51100
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GLE-Class,2016,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,17,13,617,107100
"Crossover,Luxury,Diesel",Mercedes-Benz,GLE-Class,2016,diesel,201,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,29,22,617,52500
"Crossover,Luxury",Mercedes-Benz,GLE-Class,2016,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22,17,617,53600
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GLE-Class,2017,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,17,13,617,108840
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GLE-Class,2017,premium unleaded (required),550,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,17,13,617,101690
"Crossover,Luxury,Performance",Mercedes-Benz,GLE-Class,2017,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,18,617,65650
"Crossover,Luxury",Mercedes-Benz,GLE-Class,2017,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,23,18,617,52000
"Crossover,Luxury",Mercedes-Benz,GLE-Class,2017,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22,18,617,54500
Performance,Volkswagen,GLI,2008,premium unleaded (required),200,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,29,22,873,25375
Performance,Volkswagen,GLI,2008,premium unleaded (required),200,4,MANUAL,front wheel drive,4,Compact,Sedan,29,20,873,24300
Performance,Volkswagen,GLI,2009,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Compact,Sedan,31,21,873,24770
Performance,Volkswagen,GLI,2009,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,29,22,873,25870
Performance,Volkswagen,GLI,2012,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,32,24,873,26895
Performance,Volkswagen,GLI,2012,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,Sedan,33,22,873,25795
Performance,Volkswagen,GLI,2012,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,Sedan,33,22,873,26695
Performance,Volkswagen,GLI,2012,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,32,24,873,24845
Performance,Volkswagen,GLI,2012,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,32,24,873,27795
Performance,Volkswagen,GLI,2012,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,Sedan,33,22,873,23745
"Crossover,Luxury,Performance",Mercedes-Benz,GLK-Class,2013,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,25,19,617,37090
"Crossover,Luxury",Mercedes-Benz,GLK-Class,2013,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24,19,617,39090
"Crossover,Luxury,Diesel",Mercedes-Benz,GLK-Class,2013,diesel,200,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,33,24,617,38590
"Crossover,Luxury,Diesel",Mercedes-Benz,GLK-Class,2014,diesel,200,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,33,24,617,38980
"Crossover,Luxury",Mercedes-Benz,GLK-Class,2014,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24,19,617,39480
"Crossover,Luxury,Performance",Mercedes-Benz,GLK-Class,2014,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,25,19,617,37480
"Crossover,Luxury,Performance",Mercedes-Benz,GLK-Class,2015,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,25,19,617,37900
"Crossover,Luxury,Performance",Mercedes-Benz,GLK-Class,2015,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,25,18,617,39900
"Crossover,Luxury,Diesel",Mercedes-Benz,GLK-Class,2015,diesel,200,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,33,24,617,39400
"Crossover,Factory Tuner,Luxury,High-Performance",Mercedes-Benz,GLS-Class,2017,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,17,13,617,124100
"Crossover,Luxury,Performance",Mercedes-Benz,GLS-Class,2017,premium unleaded (required),449,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,18,14,617,93850
"Crossover,Luxury",Mercedes-Benz,GLS-Class,2017,premium unleaded (required),362,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,22,17,617,68700
Crossover,Volkswagen,Golf Alltrack,2017,regular unleaded,170,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,Wagon,30,22,873,26950
Crossover,Volkswagen,Golf Alltrack,2017,regular unleaded,170,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,Wagon,30,22,873,32890
Crossover,Volkswagen,Golf Alltrack,2017,regular unleaded,170,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,Wagon,30,22,873,30530
Crossover,Volkswagen,Golf Alltrack,2017,regular unleaded,170,4,MANUAL,all wheel drive,4,Compact,Wagon,30,22,873,25850
Crossover,Volkswagen,Golf Alltrack,2017,regular unleaded,170,4,MANUAL,all wheel drive,4,Compact,Wagon,30,22,873,29430
"Hatchback,Performance",Volkswagen,Golf GTI,2015,premium unleaded (recommended),220,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,34,25,873,29280
"Hatchback,Performance",Volkswagen,Golf GTI,2015,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,4dr Hatchback,33,25,873,32640
"Hatchback,Performance",Volkswagen,Golf GTI,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,34,25,873,24785
"Hatchback,Performance",Volkswagen,Golf GTI,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,33,25,873,28885
"Hatchback,Performance",Volkswagen,Golf GTI,2015,premium unleaded (recommended),220,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,34,25,873,26280
"Hatchback,Performance",Volkswagen,Golf GTI,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,33,25,873,25885
"Hatchback,Performance",Volkswagen,Golf GTI,2015,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,33,25,873,30380
"Hatchback,Performance",Volkswagen,Golf GTI,2015,premium unleaded (recommended),220,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,34,25,873,29880
"Hatchback,Performance",Volkswagen,Golf GTI,2015,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,2dr Hatchback,33,25,873,27380
